municip_code_ibge,year,lon,lat,population,urban10,water_network,total_collected,level18_num,dengue_year,DIR,outbreak
3300159,2007,-42.1346509335482,-21.6523815621687,8820,86.89,86.9,87.94,4,38,430.839002267574,1
3300159,2008,-42.1346509335482,-21.6523815621687,9420,86.89,86.9,87.94,4,51,541.40127388535,1
3300159,2009,-42.1346509335482,-21.6523815621687,9556,86.89,86.9,87.94,4,2,20.9292591042277,0
3300159,2010,-42.1346509335482,-21.6523815621687,10215,86.89,86.9,87.94,4,16,156.632403328439,0
3300159,2011,-42.1346509335482,-21.6523815621687,10382,86.89,86.9,87.94,4,25,240.801387015989,0
3300159,2012,-42.1346509335482,-21.6523815621687,10545,86.89,86.9,87.94,4,104,986.249407302039,1
3300159,2013,-42.1346509335482,-21.6523815621687,10736,86.89,86.9,87.94,4,207,1928.09239940388,1
3300159,2014,-42.1346509335482,-21.6523815621687,10882,86.89,86.9,87.94,4,4,36.757948906451,0
3300159,2015,-42.1346509335482,-21.6523815621687,11023,86.89,86.9,87.94,4,29,263.086274154042,0
3300159,2016,-42.1346509335482,-21.6523815621687,11160,86.89,86.9,87.94,4,45,403.225806451613,1
3300159,2017,-42.1346509335482,-21.6523815621687,11292,86.89,86.9,87.94,4,1,8.85582713425434,0
3300159,2018,-42.1346509335482,-21.6523815621687,11612,86.89,86.9,87.94,4,15,129.176713744402,0
3300159,2019,-42.1346509335482,-21.6523815621687,11759,86.89,86.9,87.94,4,10,85.0412450038269,0
3300159,2020,-42.1346509335482,-21.6523815621687,11901,86.89,86.9,87.94,4,61,512.561969582388,1
3300209,2001,-42.2931573681557,-22.7550963053107,85626,95.05,88.49,92.83,3,253,295.471001798519,0
3300209,2002,-42.2931573681557,-22.7550963053107,87806,95.05,88.49,92.83,3,880,1002.20941621302,1
3300209,2003,-42.2931573681557,-22.7550963053107,90128,95.05,88.49,92.83,3,18,19.9715959524232,0
3300209,2004,-42.2931573681557,-22.7550963053107,95003,95.05,88.49,92.83,3,2,2.10519667799964,0
3300209,2005,-42.2931573681557,-22.7550963053107,97701,95.05,88.49,92.83,3,2,2.04706195433005,0
3300209,2006,-42.2931573681557,-22.7550963053107,100378,95.05,88.49,92.83,3,40,39.8493693837295,0
3300209,2007,-42.2931573681557,-22.7550963053107,98268,95.05,88.49,92.83,3,380,386.697602474865,1
3300209,2008,-42.2931573681557,-22.7550963053107,107285,95.05,88.49,92.83,3,1542,1437.29319103323,1
3300209,2009,-42.2931573681557,-22.7550963053107,109705,95.05,88.49,92.83,3,38,34.6383482977075,0
3300209,2010,-42.2931573681557,-22.7550963053107,112028,95.05,88.49,92.83,3,580,517.727710929411,1
3300209,2011,-42.2931573681557,-22.7550963053107,114250,95.05,88.49,92.83,3,609,533.041575492341,1
3300209,2012,-42.2931573681557,-22.7550963053107,116418,95.05,88.49,92.83,3,138,118.5383703551,0
3300209,2013,-42.2931573681557,-22.7550963053107,118964,95.05,88.49,92.83,3,1754,1474.39561548031,1
3300209,2014,-42.2931573681557,-22.7550963053107,120948,95.05,88.49,92.83,3,22,18.1896352151338,0
3300209,2015,-42.2931573681557,-22.7550963053107,122865,95.05,88.49,92.83,3,542,441.134578602531,1
3300209,2016,-42.2931573681557,-22.7550963053107,124940,95.05,88.49,92.83,3,1017,813.990715543461,1
3300209,2017,-42.2931573681557,-22.7550963053107,126742,95.05,88.49,92.83,3,30,23.6701330261476,0
3300209,2018,-42.2931573681557,-22.7550963053107,130439,95.05,88.49,92.83,3,70,53.6649315005482,0
3300209,2019,-42.2931573681557,-22.7550963053107,132400,95.05,88.49,92.83,3,154,116.31419939577,0
3300209,2020,-42.2931573681557,-22.7550963053107,134293,95.05,88.49,92.83,3,37,27.5516966632661,0
3300225,2001,-43.1219702308685,-22.2351622032596,10043,86.84,65.81,95.95,2,44,438.116100766703,1
3300225,2002,-43.1219702308685,-22.2351622032596,10254,86.84,65.81,95.95,2,5,48.7614589428516,0
3300225,2003,-43.1219702308685,-22.2351622032596,10419,86.84,65.81,95.95,2,1,9.59785008158173,0
3300225,2004,-43.1219702308685,-22.2351622032596,10765,86.84,65.81,95.95,2,0,0,0
3300225,2005,-43.1219702308685,-22.2351622032596,10957,86.84,65.81,95.95,2,2,18.2531714885461,0
3300225,2006,-43.1219702308685,-22.2351622032596,11147,86.84,65.81,95.95,2,1,8.97102359379205,0
3300225,2007,-43.1219702308685,-22.2351622032596,11009,86.84,65.81,95.95,2,5,45.4173857752748,0
3300225,2008,-43.1219702308685,-22.2351622032596,11797,86.84,65.81,95.95,2,4,33.9069254895312,0
3300225,2009,-43.1219702308685,-22.2351622032596,11982,86.84,65.81,95.95,2,0,0,0
3300225,2010,-43.1219702308685,-22.2351622032596,11421,86.84,65.81,95.95,2,0,0,0
3300225,2011,-43.1219702308685,-22.2351622032596,11540,86.84,65.81,95.95,2,35,303.292894280763,1
3300225,2012,-43.1219702308685,-22.2351622032596,11654,86.84,65.81,95.95,2,2,17.1614896172988,0
3300225,2013,-43.1219702308685,-22.2351622032596,11785,86.84,65.81,95.95,2,59,500.636402206194,1
3300225,2014,-43.1219702308685,-22.2351622032596,11879,86.84,65.81,95.95,2,0,0,0
3300225,2015,-43.1219702308685,-22.2351622032596,11970,86.84,65.81,95.95,2,364,3040.93567251462,1
3300225,2016,-43.1219702308685,-22.2351622032596,12058,86.84,65.81,95.95,2,571,4735.44534748715,1
3300225,2017,-43.1219702308685,-22.2351622032596,12143,86.84,65.81,95.95,2,47,387.054269949765,1
3300225,2018,-43.1219702308685,-22.2351622032596,12471,86.84,65.81,95.95,2,6,48.1116189559779,0
3300225,2019,-43.1219702308685,-22.2351622032596,12572,86.84,65.81,95.95,2,2,15.9083678014636,0
3300225,2020,-43.1219702308685,-22.2351622032596,12669,86.84,65.81,95.95,2,4,31.5731312652932,0
3300233,2001,-41.9498911054773,-22.7760666084295,19118,100,79.39,98.51,2,449,2348.57202636259,1
3300233,2002,-41.9498911054773,-22.7760666084295,19818,100,79.39,98.51,2,318,1604.60187708144,1
3300233,2003,-41.9498911054773,-22.7760666084295,20567,100,79.39,98.51,2,1,4.86215782564302,0
3300233,2004,-41.9498911054773,-22.7760666084295,22140,100,79.39,98.51,2,0,0,0
3300233,2005,-41.9498911054773,-22.7760666084295,23011,100,79.39,98.51,2,1,4.34574768588936,0
3300233,2006,-41.9498911054773,-22.7760666084295,23874,100,79.39,98.51,2,28,117.282399262796,0
3300233,2007,-41.9498911054773,-22.7760666084295,24560,100,79.39,98.51,2,504,2052.11726384365,1
3300233,2008,-41.9498911054773,-22.7760666084295,27701,100,79.39,98.51,2,72,259.918414497672,0
3300233,2009,-41.9498911054773,-22.7760666084295,28653,100,79.39,98.51,2,0,0,0
3300233,2010,-41.9498911054773,-22.7760666084295,27538,100,79.39,98.51,2,30,108.940373302346,0
3300233,2011,-41.9498911054773,-22.7760666084295,28279,100,79.39,98.51,2,579,2047.45570918349,1
3300233,2012,-41.9498911054773,-22.7760666084295,28973,100,79.39,98.51,2,72,248.507230870121,0
3300233,2013,-41.9498911054773,-22.7760666084295,29790,100,79.39,98.51,2,1362,4572.00402819738,1
3300233,2014,-41.9498911054773,-22.7760666084295,30439,100,79.39,98.51,2,8,26.2820723414041,0
3300233,2015,-41.9498911054773,-22.7760666084295,31067,100,79.39,98.51,2,48,154.504779991631,0
3300233,2016,-41.9498911054773,-22.7760666084295,31674,100,79.39,98.51,2,11,34.7287996463977,0
3300233,2017,-41.9498911054773,-22.7760666084295,32260,100,79.39,98.51,2,1,3.09981401115933,0
3300233,2018,-41.9498911054773,-22.7760666084295,33240,100,79.39,98.51,2,3,9.02527075812274,0
3300233,2019,-41.9498911054773,-22.7760666084295,33870,100,79.39,98.51,2,143,422.202539120165,1
3300233,2020,-41.9498911054773,-22.7760666084295,34477,100,79.39,98.51,2,2,5.80096876178322,0
3300258,2001,-42.1582960697965,-22.9258975946545,24355,100,68.89,99.39,2,5,20.5296653664545,0
3300258,2002,-42.1582960697965,-22.9258975946545,24721,100,68.89,99.39,2,166,671.493871607136,1
3300258,2003,-42.1582960697965,-22.9258975946545,25113,100,68.89,99.39,2,7,27.8740094771632,0
3300258,2004,-42.1582960697965,-22.9258975946545,25935,100,68.89,99.39,2,0,0,0
3300258,2005,-42.1582960697965,-22.9258975946545,26390,100,68.89,99.39,2,1,3.78931413414172,0
3300258,2006,-42.1582960697965,-22.9258975946545,26842,100,68.89,99.39,2,8,29.8040384472096,0
3300258,2007,-42.1582960697965,-22.9258975946545,25248,100,68.89,99.39,2,28,110.899873257288,0
3300258,2008,-42.1582960697965,-22.9258975946545,26636,100,68.89,99.39,2,53,198.978825649497,0
3300258,2009,-42.1582960697965,-22.9258975946545,26896,100,68.89,99.39,2,4,14.8720999405116,0
3300258,2010,-42.1582960697965,-22.9258975946545,27770,100,68.89,99.39,2,51,183.651422398272,0
3300258,2011,-42.1582960697965,-22.9258975946545,28010,100,68.89,99.39,2,90,321.313816494109,1
3300258,2012,-42.1582960697965,-22.9258975946545,28295,100,68.89,99.39,2,72,254.461919066973,0
3300258,2013,-42.1582960697965,-22.9258975946545,28627,100,68.89,99.39,2,613,2141.33510322423,1
3300258,2014,-42.1582960697965,-22.9258975946545,28866,100,68.89,99.39,2,11,38.1071156377746,0
3300258,2015,-42.1582960697965,-22.9258975946545,29097,100,68.89,99.39,2,52,178.712582053133,0
3300258,2016,-42.1582960697965,-22.9258975946545,29077,100,68.89,99.39,2,660,2269.83526498607,1
3300258,2017,-42.1582960697965,-22.9258975946545,29304,100,68.89,99.39,2,17,58.012558012558,0
3300258,2018,-42.1582960697965,-22.9258975946545,30096,100,68.89,99.39,2,44,146.198830409357,0
3300258,2019,-42.1582960697965,-22.9258975946545,30349,100,68.89,99.39,2,68,224.060100827045,0
3300258,2020,-42.1582960697965,-22.9258975946545,30593,100,68.89,99.39,2,4,13.0748864119243,0
3300308,2001,-43.9135157427161,-22.4262298895136,89614,97.03,76.29,97.29,3,463,516.660343249939,1
3300308,2002,-43.9135157427161,-22.4262298895136,90461,97.03,76.29,97.29,3,2874,3177.05972739634,1
3300308,2003,-43.9135157427161,-22.4262298895136,91369,97.03,76.29,97.29,3,482,527.531219560245,1
3300308,2004,-43.9135157427161,-22.4262298895136,93277,97.03,76.29,97.29,3,3,3.21622693697267,0
3300308,2005,-43.9135157427161,-22.4262298895136,94332,97.03,76.29,97.29,3,0,0,0
3300308,2006,-43.9135157427161,-22.4262298895136,95380,97.03,76.29,97.29,3,12,12.5812539316419,0
3300308,2007,-43.9135157427161,-22.4262298895136,96282,97.03,76.29,97.29,3,57,59.201096778214,0
3300308,2008,-43.9135157427161,-22.4262298895136,102487,97.03,76.29,97.29,3,271,264.423780577049,0
3300308,2009,-43.9135157427161,-22.4262298895136,103833,97.03,76.29,97.29,3,471,453.613013203895,1
3300308,2010,-43.9135157427161,-22.4262298895136,94855,97.03,76.29,97.29,3,7,7.37968478203574,0
3300308,2011,-43.9135157427161,-22.4262298895136,95260,97.03,76.29,97.29,3,289,303.380222548814,1
3300308,2012,-43.9135157427161,-22.4262298895136,95726,97.03,76.29,97.29,3,135,141.027516035351,0
3300308,2013,-43.9135157427161,-22.4262298895136,96261,97.03,76.29,97.29,3,863,896.520917089995,1
3300308,2014,-43.9135157427161,-22.4262298895136,96568,97.03,76.29,97.29,3,51,52.8125258884931,0
3300308,2015,-43.9135157427161,-22.4262298895136,96865,97.03,76.29,97.29,3,1272,1313.1678108708,1
3300308,2016,-43.9135157427161,-22.4262298895136,97152,97.03,76.29,97.29,3,1154,1187.82938076416,1
3300308,2017,-43.9135157427161,-22.4262298895136,97460,97.03,76.29,97.29,3,33,33.8600451467269,0
3300308,2018,-43.9135157427161,-22.4262298895136,99969,97.03,76.29,97.29,3,52,52.0161249987496,0
3300308,2019,-43.9135157427161,-22.4262298895136,100374,97.03,76.29,97.29,3,636,633.630222966107,1
3300308,2020,-43.9135157427161,-22.4262298895136,100764,97.03,76.29,97.29,3,42,41.6815529355722,0
3300407,2001,-44.18847515796,-22.5066181763943,171470,99.09,90.27,98.8,2,559,326.004548900682,1
3300407,2002,-44.18847515796,-22.5066181763943,172290,99.09,90.27,98.8,2,2818,1635.61437111846,1
3300407,2003,-44.18847515796,-22.5066181763943,173003,99.09,90.27,98.8,2,201,116.182956364919,0
3300407,2004,-44.18847515796,-22.5066181763943,174500,99.09,90.27,98.8,2,4,2.29226361031519,0
3300407,2005,-44.18847515796,-22.5066181763943,175328,99.09,90.27,98.8,2,2,1.14071910932652,0
3300407,2006,-44.18847515796,-22.5066181763943,176151,99.09,90.27,98.8,2,177,100.481972852836,0
3300407,2007,-44.18847515796,-22.5066181763943,175315,99.09,90.27,98.8,2,112,63.8850069874226,0
3300407,2008,-44.18847515796,-22.5066181763943,176469,99.09,90.27,98.8,2,420,238.002142019278,0
3300407,2009,-44.18847515796,-22.5066181763943,176899,99.09,90.27,98.8,2,13,7.34882616634351,0
3300407,2010,-44.18847515796,-22.5066181763943,177861,99.09,90.27,98.8,2,68,38.2321025969718,0
3300407,2011,-44.18847515796,-22.5066181763943,178355,99.09,90.27,98.8,2,896,502.368871071739,1
3300407,2012,-44.18847515796,-22.5066181763943,178880,99.09,90.27,98.8,2,41,22.9203935599284,0
3300407,2013,-44.18847515796,-22.5066181763943,179472,99.09,90.27,98.8,2,1230,685.343674779353,1
3300407,2014,-44.18847515796,-22.5066181763943,179697,99.09,90.27,98.8,2,82,45.6323700451315,0
3300407,2015,-44.18847515796,-22.5066181763943,179915,99.09,90.27,98.8,2,1118,621.404552149626,1
3300407,2016,-44.18847515796,-22.5066181763943,180126,99.09,90.27,98.8,2,453,251.490623230405,0
3300407,2017,-44.18847515796,-22.5066181763943,179451,99.09,90.27,98.8,2,35,19.5039314353222,0
3300407,2018,-44.18847515796,-22.5066181763943,183976,99.09,90.27,98.8,2,22,11.9580814888899,0
3300407,2019,-44.18847515796,-22.5066181763943,184412,99.09,90.27,98.8,2,440,238.596186799124,0
3300407,2020,-44.18847515796,-22.5066181763943,184833,99.09,90.27,98.8,2,59,31.9207068001926,0
3300456,2001,-43.3768827284507,-22.7289735598407,442012,100,73.67,88.12,1,787,178.049464720415,0
3300456,2002,-43.3768827284507,-22.7289735598407,449997,100,73.67,88.12,1,2280,506.670044466963,1
3300456,2003,-43.3768827284507,-22.7289735598407,457201,100,73.67,88.12,1,33,7.21783198199479,0
3300456,2004,-43.3768827284507,-22.7289735598407,472325,100,73.67,88.12,1,12,2.54062351135341,0
3300456,2005,-43.3768827284507,-22.7289735598407,480695,100,73.67,88.12,1,4,0.83212848063741,0
3300456,2006,-43.3768827284507,-22.7289735598407,489002,100,73.67,88.12,1,211,43.1491077746103,0
3300456,2007,-43.3768827284507,-22.7289735598407,480555,100,73.67,88.12,1,532,110.70533029518,0
3300456,2008,-43.3768827284507,-22.7289735598407,495694,100,73.67,88.12,1,4599,927.790128587395,1
3300456,2009,-43.3768827284507,-22.7289735598407,501544,100,73.67,88.12,1,196,39.0793230504203,0
3300456,2010,-43.3768827284507,-22.7289735598407,469261,100,73.67,88.12,1,954,203.298377661898,0
3300456,2011,-43.3768827284507,-22.7289735598407,472008,100,73.67,88.12,1,2544,538.973915696344,1
3300456,2012,-43.3768827284507,-22.7289735598407,474596,100,73.67,88.12,1,1387,292.248565095365,0
3300456,2013,-43.3768827284507,-22.7289735598407,477583,100,73.67,88.12,1,1545,323.503977319126,1
3300456,2014,-43.3768827284507,-22.7289735598407,479386,100,73.67,88.12,1,101,21.068616939168,0
3300456,2015,-43.3768827284507,-22.7289735598407,481127,100,73.67,88.12,1,250,51.9613324548404,0
3300456,2016,-43.3768827284507,-22.7289735598407,494141,100,73.67,88.12,1,477,96.5311520396,0
3300456,2017,-43.3768827284507,-22.7289735598407,495783,100,73.67,88.12,1,61,12.3037699961475,0
3300456,2018,-43.3768827284507,-22.7289735598407,508614,100,73.67,88.12,1,116,22.8070796320982,0
3300456,2019,-43.3768827284507,-22.7289735598407,510906,100,73.67,88.12,1,477,93.3635541567333,0
3300456,2020,-43.3768827284507,-22.7289735598407,513118,100,73.67,88.12,1,11,2.14375640690835,0
3300506,2001,-42.3728891846448,-22.2004179880021,22880,60.27,57.36,93.08,5,0,0,0
3300506,2002,-42.3728891846448,-22.2004179880021,23076,60.27,57.36,93.08,5,2,8.66701334720056,0
3300506,2003,-42.3728891846448,-22.2004179880021,23274,60.27,57.36,93.08,5,0,0,0
3300506,2004,-42.3728891846448,-22.2004179880021,23688,60.27,57.36,93.08,5,0,0,0
3300506,2005,-42.3728891846448,-22.2004179880021,23917,60.27,57.36,93.08,5,0,0,0
3300506,2006,-42.3728891846448,-22.2004179880021,24145,60.27,57.36,93.08,5,0,0,0
3300506,2007,-42.3728891846448,-22.2004179880021,24626,60.27,57.36,93.08,5,2,8.12149760415821,0
3300506,2008,-42.3728891846448,-22.2004179880021,26207,60.27,57.36,93.08,5,1,3.8157744114168,0
3300506,2009,-42.3728891846448,-22.2004179880021,26549,60.27,57.36,93.08,5,0,0,0
3300506,2010,-42.3728891846448,-22.2004179880021,25398,60.27,57.36,93.08,5,1,3.93731789904717,0
3300506,2011,-42.3728891846448,-22.2004179880021,25539,60.27,57.36,93.08,5,176,689.142096401582,1
3300506,2012,-42.3728891846448,-22.2004179880021,25738,60.27,57.36,93.08,5,1,3.88530577356438,0
3300506,2013,-42.3728891846448,-22.2004179880021,25969,60.27,57.36,93.08,5,38,146.328314528861,0
3300506,2014,-42.3728891846448,-22.2004179880021,26126,60.27,57.36,93.08,5,1,3.82760468498813,0
3300506,2015,-42.3728891846448,-22.2004179880021,26278,60.27,57.36,93.08,5,36,136.996727300403,0
3300506,2016,-42.3728891846448,-22.2004179880021,26424,60.27,57.36,93.08,5,340,1286.70905237663,1
3300506,2017,-42.3728891846448,-22.2004179880021,26566,60.27,57.36,93.08,5,2,7.52841978468719,0
3300506,2018,-42.3728891846448,-22.2004179880021,27269,60.27,57.36,93.08,5,1,3.66716784627232,0
3300506,2019,-42.3728891846448,-22.2004179880021,27446,60.27,57.36,93.08,5,43,156.671281789696,0
3300506,2020,-42.3728891846448,-22.2004179880021,27616,60.27,57.36,93.08,5,0,0,0
3300605,2001,-41.6837630900444,-21.1231799222951,34094,84.49,85.57,89.79,4,378,1108.699477914,1
3300605,2002,-41.6837630900444,-21.1231799222951,34451,84.49,85.57,89.79,4,603,1750.31203738643,1
3300605,2003,-41.6837630900444,-21.1231799222951,34820,84.49,85.57,89.79,4,28,80.413555427915,0
3300605,2004,-41.6837630900444,-21.1231799222951,35595,84.49,85.57,89.79,4,1,2.80938334035679,0
3300605,2005,-41.6837630900444,-21.1231799222951,36024,84.49,85.57,89.79,4,3,8.32778147901399,0
3300605,2006,-41.6837630900444,-21.1231799222951,36450,84.49,85.57,89.79,4,13,35.6652949245542,0
3300605,2007,-41.6837630900444,-21.1231799222951,33888,84.49,85.57,89.79,4,681,2009.56090651558,1
3300605,2008,-41.6837630900444,-21.1231799222951,35178,84.49,85.57,89.79,4,57,162.033088862357,0
3300605,2009,-41.6837630900444,-21.1231799222951,35303,84.49,85.57,89.79,4,19,53.8197886865139,0
3300605,2010,-41.6837630900444,-21.1231799222951,35384,84.49,85.57,89.79,4,313,884.580601401764,1
3300605,2011,-41.6837630900444,-21.1231799222951,35546,84.49,85.57,89.79,4,1920,5401.45164012828,1
3300605,2012,-41.6837630900444,-21.1231799222951,35677,84.49,85.57,89.79,4,64,179.387280320655,0
3300605,2013,-41.6837630900444,-21.1231799222951,35825,84.49,85.57,89.79,4,1401,3910.67690160502,1
3300605,2014,-41.6837630900444,-21.1231799222951,35896,84.49,85.57,89.79,4,58,161.577891687096,0
3300605,2015,-41.6837630900444,-21.1231799222951,35964,84.49,85.57,89.79,4,1285,3573.01746190635,1
3300605,2016,-41.6837630900444,-21.1231799222951,36031,84.49,85.57,89.79,4,1909,5298.21542560573,1
3300605,2017,-41.6837630900444,-21.1231799222951,36068,84.49,85.57,89.79,4,49,135.854497061107,0
3300605,2018,-41.6837630900444,-21.1231799222951,36985,84.49,85.57,89.79,4,36,97.336758145194,0
3300605,2019,-41.6837630900444,-21.1231799222951,37096,84.49,85.57,89.79,4,361,973.150744015527,1
3300605,2020,-41.6837630900444,-21.1231799222951,37203,84.49,85.57,89.79,4,21,56.4470607209096,0
3300704,2001,-42.0571560809994,-22.7101181513714,133341,75.6,67.97,97.18,2,897,672.711319099152,1
3300704,2002,-42.0571560809994,-22.7101181513714,137863,75.6,67.97,97.18,2,2083,1510.92026141895,1
3300704,2003,-42.0571560809994,-22.7101181513714,142984,75.6,67.97,97.18,2,76,53.1528003133218,0
3300704,2004,-42.0571560809994,-22.7101181513714,153735,75.6,67.97,97.18,2,21,13.6598692555371,0
3300704,2005,-42.0571560809994,-22.7101181513714,159685,75.6,67.97,97.18,2,14,8.76726054419639,0
3300704,2006,-42.0571560809994,-22.7101181513714,165591,75.6,67.97,97.18,2,313,189.019934658285,0
3300704,2007,-42.0571560809994,-22.7101181513714,162229,75.6,67.97,97.18,2,725,446.899136405945,1
3300704,2008,-42.0571560809994,-22.7101181513714,180635,75.6,67.97,97.18,2,496,274.586874083096,0
3300704,2009,-42.0571560809994,-22.7101181513714,186004,75.6,67.97,97.18,2,36,19.3544224855379,0
3300704,2010,-42.0571560809994,-22.7101181513714,186222,75.6,67.97,97.18,2,1696,910.740943604945,1
3300704,2011,-42.0571560809994,-22.7101181513714,190787,75.6,67.97,97.18,2,5441,2851.87145874719,1
3300704,2012,-42.0571560809994,-22.7101181513714,195197,75.6,67.97,97.18,2,3093,1584.5530412865,1
3300704,2013,-42.0571560809994,-22.7101181513714,200380,75.6,67.97,97.18,2,6699,3343.14801876435,1
3300704,2014,-42.0571560809994,-22.7101181513714,204486,75.6,67.97,97.18,2,180,88.0255861036942,0
3300704,2015,-42.0571560809994,-22.7101181513714,208451,75.6,67.97,97.18,2,180,86.3512288259591,0
3300704,2016,-42.0571560809994,-22.7101181513714,212289,75.6,67.97,97.18,2,259,122.003495235269,0
3300704,2017,-42.0571560809994,-22.7101181513714,216030,75.6,67.97,97.18,2,161,74.5266861084109,0
3300704,2018,-42.0571560809994,-22.7101181513714,222528,75.6,67.97,97.18,2,94,42.2418751797527,0
3300704,2019,-42.0571560809994,-22.7101181513714,226525,75.6,67.97,97.18,2,263,116.101975499393,0
3300704,2020,-42.0571560809994,-22.7101181513714,230378,75.6,67.97,97.18,2,84,36.4618149302451,0
3300803,2001,-42.7286930199965,-22.5158317045812,49473,86.53,73.69,89.1,5,17,34.3621773492612,0
3300803,2002,-42.7286930199965,-22.5158317045812,50297,86.53,73.69,89.1,5,59,117.303218879854,0
3300803,2003,-42.7286930199965,-22.5158317045812,51111,86.53,73.69,89.1,5,8,15.6522079395825,0
3300803,2004,-42.7286930199965,-22.5158317045812,52819,86.53,73.69,89.1,5,0,0,0
3300803,2005,-42.7286930199965,-22.5158317045812,53765,86.53,73.69,89.1,5,2,3.71989212312843,0
3300803,2006,-42.7286930199965,-22.5158317045812,54703,86.53,73.69,89.1,5,139,254.099409538782,0
3300803,2007,-42.7286930199965,-22.5158317045812,53037,86.53,73.69,89.1,5,101,190.433093877859,0
3300803,2008,-42.7286930199965,-22.5158317045812,56529,86.53,73.69,89.1,5,224,396.256788551009,1
3300803,2009,-42.7286930199965,-22.5158317045812,57300,86.53,73.69,89.1,5,178,310.64572425829,1
3300803,2010,-42.7286930199965,-22.5158317045812,54370,86.53,73.69,89.1,5,345,634.541107228251,1
3300803,2011,-42.7286930199965,-22.5158317045812,54713,86.53,73.69,89.1,5,225,411.236817575348,1
3300803,2012,-42.7286930199965,-22.5158317045812,55139,86.53,73.69,89.1,5,193,350.024483577867,1
3300803,2013,-42.7286930199965,-22.5158317045812,55632,86.53,73.69,89.1,5,2567,4614.25079091171,1
3300803,2014,-42.7286930199965,-22.5158317045812,55967,86.53,73.69,89.1,5,75,134.007540157593,0
3300803,2015,-42.7286930199965,-22.5158317045812,56290,86.53,73.69,89.1,5,14,24.871202700302,0
3300803,2016,-42.7286930199965,-22.5158317045812,56603,86.53,73.69,89.1,5,442,780.877338656962,1
3300803,2017,-42.7286930199965,-22.5158317045812,57048,86.53,73.69,89.1,5,3,5.25872949095499,0
3300803,2018,-42.7286930199965,-22.5158317045812,58560,86.53,73.69,89.1,5,32,54.6448087431694,0
3300803,2019,-42.7286930199965,-22.5158317045812,58937,86.53,73.69,89.1,5,7,11.8770890951355,0
3300803,2020,-42.7286930199965,-22.5158317045812,59303,86.53,73.69,89.1,5,6,10.1175319966949,0
3300902,2001,-41.9140970910385,-21.4963141969588,14565,76.1,70.37,75.84,5,59,405.080672845863,1
3300902,2002,-41.9140970910385,-21.4963141969588,14593,76.1,70.37,75.84,5,25,171.315014047831,0
3300902,2003,-41.9140970910385,-21.4963141969588,14557,76.1,70.37,75.84,5,0,0,0
3300902,2004,-41.9140970910385,-21.4963141969588,14481,76.1,70.37,75.84,5,0,0,0
3300902,2005,-41.9140970910385,-21.4963141969588,14439,76.1,70.37,75.84,5,1,6.92568737447192,0
3300902,2006,-41.9140970910385,-21.4963141969588,14398,76.1,70.37,75.84,5,1,6.94540908459508,0
3300902,2007,-41.9140970910385,-21.4963141969588,14368,76.1,70.37,75.84,5,42,292.316258351893,0
3300902,2008,-41.9140970910385,-21.4963141969588,14772,76.1,70.37,75.84,5,49,331.708637963715,1
3300902,2009,-41.9140970910385,-21.4963141969588,14770,76.1,70.37,75.84,5,1,6.77048070412999,0
3300902,2010,-41.9140970910385,-21.4963141969588,14829,76.1,70.37,75.84,5,58,391.125497336301,1
3300902,2011,-41.9140970910385,-21.4963141969588,14840,76.1,70.37,75.84,5,117,788.409703504043,1
3300902,2012,-41.9140970910385,-21.4963141969588,14851,76.1,70.37,75.84,5,35,235.674365362602,0
3300902,2013,-41.9140970910385,-21.4963141969588,14862,76.1,70.37,75.84,5,322,2166.59938097161,1
3300902,2014,-41.9140970910385,-21.4963141969588,14849,76.1,70.37,75.84,5,4,26.9378409320493,0
3300902,2015,-41.9140970910385,-21.4963141969588,14836,76.1,70.37,75.84,5,23,155.02830951739,0
3300902,2016,-41.9140970910385,-21.4963141969588,14824,76.1,70.37,75.84,5,63,424.986508364814,1
3300902,2017,-41.9140970910385,-21.4963141969588,15124,76.1,70.37,75.84,5,0,0,0
3300902,2018,-41.9140970910385,-21.4963141969588,15496,76.1,70.37,75.84,5,10,64.532782653588,0
3300902,2019,-41.9140970910385,-21.4963141969588,15505,76.1,70.37,75.84,5,7,45.1467268623025,0
3300902,2020,-41.9140970910385,-21.4963141969588,15514,76.1,70.37,75.84,5,4,25.783163594173,0
3300936,2001,-41.651738594517,-22.1958630089379,8882,78.9,40.95,87.09,2,63,709.299707273137,1
3300936,2002,-41.651738594517,-22.1958630089379,9365,78.9,40.95,87.09,2,26,277.629471436199,0
3300936,2003,-41.651738594517,-22.1958630089379,9554,78.9,40.95,87.09,2,1,10.4668201800293,0
3300936,2004,-41.651738594517,-22.1958630089379,9951,78.9,40.95,87.09,2,1,10.0492412822832,0
3300936,2005,-41.651738594517,-22.1958630089379,10170,78.9,40.95,87.09,2,0,0,0
3300936,2006,-41.651738594517,-22.1958630089379,10389,78.9,40.95,87.09,2,0,0,0
3300936,2007,-41.651738594517,-22.1958630089379,10677,78.9,40.95,87.09,2,25,234.148168961319,0
3300936,2008,-41.651738594517,-22.1958630089379,11671,78.9,40.95,87.09,2,58,496.95827264159,1
3300936,2009,-41.651738594517,-22.1958630089379,11939,78.9,40.95,87.09,2,2,16.7518217606165,0
3300936,2010,-41.651738594517,-22.1958630089379,13348,78.9,40.95,87.09,2,14,104.884626910399,0
3300936,2011,-41.651738594517,-22.1958630089379,13697,78.9,40.95,87.09,2,22,160.619113674527,0
